,Id (Review),Review,Sentiment
715,307474,Tesla charger is now working at 24A 215V.  The breaker on the main panel needed to be turned on.  Hotel was very accommodating.  No problems with blocked access today.,POSITIVE
716,307472,"thanks again for providing, thought EVSE at Colton yard appears on plugshare but then disappeared?",POSITIVE
717,307471,Very cool vinyasi! I've seen a old EV rav in Burbank a few times. Had EV club info on license plate. Also seen a few in the northern Cali town of fairfax.,POSITIVE
718,307469,Free to use. Just trying it out today.,POSITIVE
719,307468,QC did not initially work. I tried several times to start charging and each time the charger would stop saying charge was stopped by user. Not true. I called the 1-888 number for ChargePoint and they were aware that the unit is broken and said they would try to initiate a charge from their end. They did and it worked. ,NEGATIVE
720,307466,GL app shows OFFLINE but not FAULT. Not sure if it is operational.,NEGATIVE
721,307465,"Just spoke with the new sales manager here, told me that the charger is completely free, you don't need a Greenlots account to use it, and it's open to all EVs, not just Kias. ",POSITIVE
722,307461,"QC working great here even in the 90F heat!  Got 12 Kwh for our trip north to Portland, which enabled the trip back with no charging needed in the Rose City.  Got another 12 Kwh going south to return to Albany.  ",POSITIVE
723,307459,Got my car here but don't recommend this dealership any more. Using this charger is very difficult. The dealer claims that they have no responsibility because it is run by ChargePoint. ChargePoint says it is up to the dealership to make certain the unit is available.,NEGATIVE
724,307458,Contact at DWP: ruben.garcia@ladwp.com     This gentleman is getting tired of hearing from me so others need to send a polite e-mail asking that the unit be fixed. Please be tactful and thank him for the units being there in the first place. It's not the fault of DWP that Nissan has made unreliable quick chargers.,NEGATIVE
725,307455,Tried but would not work. Kept getting error message. Another LEAF driver tried and same thing. Then a third LEAF showed up and it worked with his. I tried right after that and got same error message. Weird.,NEGATIVE
726,307454,Not working...  Error message. :(,NEGATIVE
727,307452,Charging at 22 mi/hr. ,NEGATIVE
728,307449,Fantastic dealership! ,POSITIVE
729,307448,Both occupied.,NEGATIVE
730,307445,Sweet!! Love FREE charging!,POSITIVE
731,307442,Not blocked today.  YAY,POSITIVE
732,307441,A non ev car parking in the lot. can't get to fast charger.,NEGATIVE
733,307438,375 mi/hr. Charger 1B,POSITIVE
734,307433,Handle still stuck. Silver leaf charge completed but still connected (over 4 hours),NEGATIVE
735,307431,CHAdeMO was free,POSITIVE
736,307428,"trying out my new ""no charge to charge""",POSITIVE
737,307426,Charging now. No one else waiting. ,POSITIVE
738,307424,48 mph charge,NEGATIVE
739,307422,worked great!,POSITIVE
740,307420,"CHAdeMO at 30-40kW, used chargepoint card, no problem",POSITIVE
741,307419,DCFC spot was blocked by LEAF (not plugged in) and lock was in use. Went to service desk- they promptly moved LEAF and unlocked DCFC. Thanks. ,POSITIVE
742,307418,Great spot! Paid $3.75 for 2hrs15min (parking included).,POSITIVE
743,307417,"Friendly staff: A++ for service! Both ChargePoint chargers were being used but they let me park in the adjacent stall and charge with the wall outlet, which is next to the ChargePoint station. It is NEMA 5-15/20 and I am able to charge at the full 16 amps.",POSITIVE
744,307412,Only here for an hour because I need lunch at eureka!  Full covered stalls but an impressive 300 amps to start...only 20 miles of juice left so empty batteries,POSITIVE
745,307410,I say fail on James City County for installing a charger that's only compatible with a few cars. Second fail is putting it in a place where you could easily spend more then 30 minutes. Right next to a movie theater where you could spend 2 hours! Third fail is the charger/company they chose. Obviously this thing hardy works.  I'm glad to see Williamsburg just down the road chose Level 2 chargers instead. ,NEGATIVE
746,307407,I have a Chevy Volt and it does not support Fast charging. Fail on you for not knowing your own car.,NEGATIVE
747,307400,Multiple signs indicate Tenant Only parking -- owner towed at own expense.  ,NEGATIVE
748,307399,All chargers available and working. ,POSITIVE
749,307388,ChaDeMo OK,POSITIVE
750,307383,"Still broken.  Left side has touch issues, right side tried to process, but after connecting cord and scanning card, screen bled to black, and had to flip breaker to be able to detach from car.",NEGATIVE
751,307381,Un gros merci à Neil pour son amabilité!   A big thanks to Neil for his kindness!,POSITIVE
752,307376,Occupied,NEGATIVE
753,307373,No problems. Not ICED and no idle Leafs plugged into it on a Friday at 2PM. Charging up nice and quick. ,POSITIVE
754,307367,"Station repaired, but call to check before planning to use this one.",POSITIVE
755,307366,a little slow...,NEGATIVE
756,307365,"50,000 Nissan leafs sold in U.S. And only four or five quick chargers in the city. Only one open 24 hours? Are you kidding me? There's two here at Walgreens and the Nissan brand one constantly has error code 99. The ABB charger also has an issue reading the RFID card. You have to stand there scanning for five minutes. If this is the future of electric cars, count me out.",NEGATIVE
757,307360,Done at 1:30,POSITIVE
758,307358,"I drove through the parking lots on Bollinger and alcosta, but couldn't find the charger. perhaps this is a ""coming soon"" location.",NEGATIVE
759,307354,"It was an attempt at humour, I suppose.  Having ""stupid"" COMING SOON station entries that remain inoperable for months is not helping anybody and is doing quite the opposite - frustrating us early adopters and visitors from out of town. -- checkin created before location officially marked open",NEGATIVE
760,307352,charging using chademo...@ 132miles per hr,POSITIVE
761,307351,"This was the first time I'd ever used a public charge station. These are free and are located north of the building in the parking lot next to the walkway that runs to the front of the building.          #1 was in use, 2,3,&4 were vacant so I plugged into #4 and I didn't have to do anything else. The LCD screen on the charger showed that it connected and successfully communicated with the vehicle. I got the confirmation beep from the Volt and the charge station showed that it was charging.           My appointment only took 15 minutes, so I didn't get much of a charge. Sure nice to know it is there and it is still free.",POSITIVE
762,307349,Quick charge not working. Ticket opened by customer care to fix the issue.,NEGATIVE
763,307348,dropped off car for service and left on the charger first.  dealer returned it to charger when I picked it up.,POSITIVE
764,307347,Blink DC charger not functional when I contacted their service they said not functional since December 2014! Totally unacceptable! Please use your influence to correct.,NEGATIVE
765,307346,"This morning at 7am there was a silver Leaf parked in the only EV parking spot, charge completed. I had to park in the handicap spot to charge. When the owner came back 20 minutes later and I mentioned to her it's not polite to leave the car sitting there, I was told to have patience and there was no apology at all. ",NEGATIVE
766,307344,"One available right now, white leaf is plugged in but charge complete",POSITIVE
767,307337,Error code 0x051E,NEGATIVE
768,307335,Great stop.  Friendly- free Fast. And near a bunch of restaurants. Thanks BW,POSITIVE
769,307332,Thanks again!  Made my stay in Allentown possible!,POSITIVE
770,307326,Yay!,POSITIVE
771,307325,No spots ,NEGATIVE
772,307317,Should be out before noon.,POSITIVE
773,307315,Le spot de stationnement est serré !,NEGATIVE
774,307314,Dreamworks is no longer here. The cartoon decals have been removed from the chargers. ,NEGATIVE
775,307311,Good Level 2 FREE charger. 21 mph rate. Tesla Model S. Restroom available in the library nearby. ,POSITIVE
776,307308,"Great folks! I called before and asked to charge. Spaces were full, so had to work around that.",POSITIVE
777,307304,"parking is a bit tight but the charger was, thankfully, available.",POSITIVE
778,307302,All spots in use ,NEGATIVE
779,307300,1:30 PM,POSITIVE
780,307298,Great food and convenient watts on the way to Knoxville!,POSITIVE
781,307295,ICE'd + same error as AK reported on 9/9. ,NEGATIVE
782,307293,Left charger is working BUT you have to release the top lock mechanism manually. The thumb release DOES NOT WORK!,NEGATIVE
783,307291,IT'S WORKING... ITS WORKING,POSITIVE
784,307290,"Every one should know that the PDX/Port of Portland have electric vehicles and they park them there under the guise of charging. Also, ICE and other LE vehicles use those slots with no repercussions. Don't come to the airport expecting to charge during daylight hours. DAVE",NEGATIVE
785,307287,faulted now for three weeks,NEGATIVE
786,307284,Charging on Spot #1,POSITIVE
787,307280,I talked with the city manager yesterday.  He said that they are going to move it to across the parking deck from where it was.  It will be mounted on its own pedestal instead of on a building and will still be free.  It should be in operation again in about a week.,NEGATIVE
788,307277,"This is an update to my check-in about a month ago as it seems that my comments did not make it through.  This is a great little bed and breakfast with a nice small town feel to it.  Our hosts were wonderful and very accommodating and served up a fabulous breakfast.     Shinnston is a great alternative place to stay if you are travelling to Clarksburg as it is just minutes outside of Clarksburg.     As far as charging goes, they do have both Tesla and J1772 chargers which made this trip in my Tesla Model S 70D achievable.",POSITIVE
789,307275,Charged for 1 hour. Quiet. After 1st hour 4/hr - crazy rates reflect the neighborhood I guess.,NEGATIVE
790,307272,Error,NEGATIVE
791,307271,"I be back around 11:00. After 10:30, feel free to unplug and use it. ",POSITIVE
792,307269,Error,NEGATIVE
793,307268,Super-nice people let us charge our Leaf here!,POSITIVE
794,307267,both ports working!,POSITIVE
795,307266,Left car charging overnight without any issue. Lighted spot and walking distance to several local motels. ,POSITIVE
